City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
236,Kushiro,JP,2021-09-29 03:05:56,42.975,144.3747,62.15,69,99,8.63,overcast clouds
237,Tabou,CI,2021-09-29 02:57:35,4.423,-7.3528,76.06,90,83,4.18,light rain
238,Manado,ID,2021-09-29 03:01:03,1.487,124.8455,92.17,55,20,4.61,few clouds
239,Beyneu,KZ,2021-09-29 03:05:57,45.3167,55.2,46.94,59,27,10.13,scattered clouds
240,Esmeraldas,BR,2021-09-29 03:05:57,-19.7625,-44.3139,74.26,66,11,6.46,few clouds
241,Caravelas,BR,2021-09-29 03:03:46,-17.7125,-39.2481,70.18,88,0,5.48,clear sky
242,Katsuura,JP,2021-09-29 03:05:58,35.1333,140.3,77.02,73,63,13.02,broken clouds
243,Corinto,GR,2021-09-29 03:05:58,37.9407,22.9573,72.9,69,12,4.99,few clouds
244,Laguna,US,2021-09-29 02:56:13,38.421,-121.4238,72.39,24,1,1.99,clear sky
245,Mwene-Ditu,CD,2021-09-29 03:05:59,-7.0,23.45,66.34,82,96,0.85,overcast clouds
246,Podgornoye,RU,2021-09-29 03:05:59,51.735,39.1496,35.82,93,0,4.47,clear sky
247,Roebourne,AU,2021-09-29 03:05:59,-20.7833,117.1333,85.73,20,0,8.1,clear sky
248,Chardara,KZ,2021-09-29 03:06:00,41.2547,67.9692,64.63,38,100,10.02,overcast clouds
249,Songkhla,TH,2021-09-29 03:06:00,6.8333,100.6667,84.25,75,100,1.99,overcast clouds
250,Manta,EC,2021-09-29 03:06:01,-0.95,-80.7333,71.2,83,96,8.7,overcast clouds
251,West Plains,US,2021-09-29 03:06:01,36.7281,-91.8524,74.23,76,1,4.0,clear sky
252,Norman Wells,CA,2021-09-29 02:56:29,65.282,-126.8329,30.24,86,75,9.22,broken clouds
253,Raga,SS,2021-09-29 02:57:43,8.4596,25.678,68.95,97,100,4.61,overcast clouds
254,Okha,RU,2021-09-29 03:06:02,53.5739,142.9478,61.65,71,100,13.82,overcast clouds
255,Waipawa,NZ,2021-09-29 03:06:02,-41.4122,175.5153,59.45,53,6,8.12,clear sky
256,Clyde River,CA,2021-09-29 03:06:02,70.4692,-68.5914,32.23,67,100,7.85,overcast clouds
257,Meulaboh,ID,2021-09-29 03:05:21,4.1363,96.1285,81.21,75,100,3.53,overcast clouds
258,Narsaq,GL,2021-09-29 02:56:14,60.9167,-46.05,29.61,42,0,7.34,clear sky
259,Dodoma,TZ,2021-09-29 03:06:03,-6.1722,35.7395,64.04,74,84,8.77,broken clouds
260,Altay,CN,2021-09-29 03:06:04,47.8667,88.1167,54.75,42,59,2.89,broken clouds
261,Bagdarin,RU,2021-09-29 03:06:05,54.4333,113.6,39.15,44,75,7.0,broken clouds
262,Balkhash,KZ,2021-09-29 03:06:05,46.844,74.9804,50.61,76,0,8.95,clear sky
263,Palmer,US,2021-09-29 02:56:18,42.1584,-72.3287,58.6,82,34,5.35,scattered clouds
264,Broken Hill,AU,2021-09-29 03:06:06,-31.95,141.4333,75.58,40,3,13.04,clear sky
265,Bure,ET,2021-09-29 03:06:06,10.7,37.0667,53.65,90,47,4.34,scattered clouds
266,San Rafael,AR,2021-09-29 03:06:06,-34.6177,-68.3301,57.52,57,0,3.91,clear sky
267,Anadyr,RU,2021-09-29 02:57:28,64.75,177.4833,30.7,58,20,15.66,few clouds
268,Rognan,NO,2021-09-29 03:06:07,67.0953,15.3878,54.05,90,96,7.94,overcast clouds
269,Suez,EG,2021-09-29 03:06:07,29.9737,32.5263,68.65,79,0,6.6,clear sky
270,Sao Joao Del Rei,BR,2021-09-29 03:06:07,-21.1356,-44.2617,65.16,75,3,4.09,clear sky
271,Talnakh,RU,2021-09-29 03:06:08,69.4865,88.3972,34.88,64,41,2.26,scattered clouds
272,Melbu,NO,2021-09-29 03:06:08,68.5044,14.8297,53.62,79,100,4.25,overcast clouds
273,Cayenne,GF,2021-09-29 03:06:09,4.9333,-52.3333,83.08,79,20,4.0,few clouds
274,Tazovskiy,RU,2021-09-29 03:06:09,67.4667,78.7,33.31,79,10,6.26,clear sky
275,Vila,PT,2021-09-29 03:06:09,42.0304,-8.1588,48.33,92,100,3.67,overcast clouds
276,Biak,ID,2021-09-29 03:06:10,-0.9131,122.8766,83.35,70,40,6.42,scattered clouds
277,Outjo,NA,2021-09-29 03:06:10,-20.1167,16.15,55.8,49,0,6.96,clear sky
278,Beloha,MG,2021-09-29 02:56:57,-25.1667,45.05,69.26,61,71,4.32,broken clouds
279,Samarai,PG,2021-09-29 03:06:10,-10.6167,150.6667,79.29,87,94,16.53,overcast clouds
280,Ismailia,EG,2021-09-29 02:57:57,30.6043,32.2723,66.78,84,0,5.99,clear sky
281,Tungor,RU,2021-09-29 03:06:11,53.3808,142.9564,63.72,65,100,13.69,overcast clouds
282,Sur,OM,2021-09-29 03:06:11,22.5667,59.5289,86.14,58,100,1.72,overcast clouds
283,Coihaique,CL,2021-09-29 03:05:35,-45.5752,-72.0662,39.15,87,0,4.61,clear sky
284,Manggar,ID,2021-09-29 03:06:12,-2.8833,108.2667,85.84,65,80,13.82,broken clouds
285,Richards Bay,ZA,2021-09-29 03:06:12,-28.783,32.0377,67.78,81,82,3.89,broken clouds
286,Shiloh,US,2021-09-29 03:06:12,38.5614,-89.8973,76.62,83,0,7.09,clear sky
287,Lubango,AO,2021-09-29 03:06:13,-14.9172,13.4925,61.61,57,79,0.43,broken clouds
288,Matagami,CA,2021-09-29 03:02:37,49.7502,-77.6328,42.91,100,90,5.75,overcast clouds
289,Kroya,ID,2021-09-29 03:06:13,-7.6331,109.2461,91.2,72,93,10.27,overcast clouds
290,Launceston,AU,2021-09-29 03:06:13,-41.45,147.1667,65.8,60,75,7.0,broken clouds
291,Chicama,PE,2021-09-29 03:06:14,-7.8447,-79.1469,59.54,80,10,4.5,clear sky
292,Krasnoselkup,RU,2021-09-29 03:06:14,65.7,82.4667,35.01,66,49,3.65,scattered clouds
293,Haines Junction,CA,2021-09-29 03:05:00,60.7522,-137.5108,29.59,90,85,0.81,overcast clouds
294,Nuuk,GL,2021-09-29 03:06:14,64.1835,-51.7216,30.81,74,0,6.91,clear sky
295,Aksu,CN,2021-09-29 03:06:15,41.1231,80.2644,72.79,16,100,3.44,overcast clouds
296,Houma,US,2021-09-29 03:02:03,29.5958,-90.7195,74.01,92,100,12.91,overcast clouds
297,General Pico,AR,2021-09-29 03:06:15,-35.6566,-63.7568,48.81,70,0,9.44,clear sky
298,Yaan,NG,2021-09-29 03:06:15,7.3833,8.5667,72.72,92,100,5.57,overcast clouds
299,Cockburn Town,TC,2021-09-29 03:06:16,21.4612,-71.1419,83.48,71,1,9.91,clear sky
300,Vernon,CA,2021-09-29 03:06:16,50.2581,-119.2691,54.61,59,73,3.24,broken clouds
301,Norrtalje,SE,2021-09-29 03:06:16,59.758,18.705,55.02,86,100,8.77,overcast clouds
302,Keskin,TR,2021-09-29 03:06:17,39.6731,33.6136,51.08,78,7,5.48,clear sky
303,Ocos,GT,2021-09-29 03:06:17,14.5094,-92.1933,82.31,82,64,7.27,broken clouds
304,Torbay,CA,2021-09-29 03:03:18,47.6666,-52.7314,62.67,92,96,5.01,overcast clouds
305,Beaumont,US,2021-09-29 03:02:58,30.0861,-94.1019,73.44,97,40,0.0,scattered clouds
306,Praia Da Vitoria,PT,2021-09-29 03:06:18,38.7333,-27.0667,71.76,96,59,8.7,broken clouds
307,Koscierzyna,PL,2021-09-29 03:06:18,54.1223,17.9812,53.29,71,100,10.89,overcast clouds
308,Grand-Lahou,CI,2021-09-29 03:06:18,5.1367,-5.0242,74.52,93,93,4.45,light rain
309,Xinan,CN,2021-09-29 03:06:18,26.72,119.8556,82.78,67,0,3.94,clear sky
310,Lavrentiya,RU,2021-09-29 03:05:25,65.5833,-171.0,32.61,90,100,8.14,light snow
311,Ust-Karsk,RU,2021-09-29 03:06:19,52.7011,118.8077,45.52,48,58,9.51,broken clouds
312,Raudeberg,NO,2021-09-29 02:56:41,61.9875,5.1352,54.27,65,36,3.0,scattered clouds
313,Padang,ID,2021-09-29 02:57:25,-0.9492,100.3543,78.85,86,100,5.35,overcast clouds
314,Tateyama,JP,2021-09-29 03:06:20,34.9833,139.8667,83.14,73,50,9.71,scattered clouds
315,Qinhuangdao,CN,2021-09-29 03:06:20,39.9317,119.5883,74.52,60,5,7.87,light rain
316,Marsa Matruh,EG,2021-09-29 03:06:20,31.3525,27.2453,74.07,81,0,12.17,clear sky
317,Vostok,RU,2021-09-29 03:05:51,46.4856,135.8833,68.59,52,100,6.4,overcast clouds
318,Vanavara,RU,2021-09-29 03:06:21,60.34,102.2797,39.74,60,51,5.44,broken clouds
319,Kattivakkam,IN,2021-09-29 03:06:21,13.2167,80.3167,84.29,62,100,8.03,overcast clouds
320,Mbanza-Ngungu,CD,2021-09-29 03:06:22,-5.25,14.8667,69.66,81,79,4.61,broken clouds
321,Yulara,AU,2021-09-29 02:56:53,-25.2406,130.9889,73.24,31,0,4.61,clear sky
322,Karasuk,RU,2021-09-29 03:06:22,53.7377,78.0403,34.47,99,100,9.62,moderate rain
323,Grants Pass,US,2021-09-29 03:06:22,42.439,-123.3284,57.61,80,1,0.0,mist
324,Trincomalee,LK,2021-09-29 03:06:23,8.5711,81.2335,82.02,77,100,15.82,overcast clouds
325,Tavricheskoye,RU,2021-09-29 03:06:23,54.5851,73.6395,40.91,70,100,12.71,overcast clouds
326,Nueva Loja,EC,2021-09-29 03:06:23,0.0847,-76.8828,70.2,96,90,2.06,overcast clouds
327,Moron,AR,2021-09-29 02:57:50,-34.6534,-58.6198,60.96,90,93,3.0,overcast clouds
328,Brae,GB,2021-09-29 03:06:24,60.3964,-1.353,49.91,93,100,6.85,overcast clouds
329,Leshukonskoye,RU,2021-09-29 03:06:24,64.8989,45.7622,40.12,95,93,2.95,overcast clouds
330,Aliaga,PH,2021-09-29 03:06:25,15.5167,120.8667,86.45,71,96,3.22,overcast clouds
331,Lamar,US,2021-09-29 03:06:25,33.6668,-95.5836,80.26,67,20,6.91,few clouds
332,Semey,KZ,2021-09-29 03:06:25,50.4111,80.2275,52.02,87,75,8.95,broken clouds
333,Kangaatsiaq,GL,2021-09-29 03:06:26,68.3065,-53.4641,27.61,60,31,9.89,scattered clouds
334,Saint-Louis,SN,2021-09-29 02:57:42,16.3333,-15.0,84.13,59,0,10.42,clear sky
335,Manhuacu,BR,2021-09-29 03:06:26,-20.2581,-42.0336,63.68,90,2,3.09,clear sky
336,Cheltenham,GB,2021-09-29 03:04:30,51.9,-2.0833,48.45,92,9,3.0,clear sky
337,Bembereke,BJ,2021-09-29 03:06:27,10.2283,2.6634,70.61,87,84,4.99,broken clouds
338,Klaksvik,FO,2021-09-29 03:06:27,62.2266,-6.589,45.52,84,47,7.7,scattered clouds
339,Abu Dhabi,AE,2021-09-29 03:06:27,24.4667,54.3667,87.91,79,0,5.75,clear sky
340,Najran,SA,2021-09-29 03:06:28,17.4924,44.1277,73.15,37,16,5.61,few clouds
341,Sulangan,PH,2021-09-29 02:57:18,11.1373,123.7228,83.89,73,73,5.19,broken clouds
342,Winnemucca,US,2021-09-29 03:06:28,40.973,-117.7357,48.11,42,1,4.61,clear sky
343,Russell,US,2021-09-29 02:57:00,32.3502,-85.1999,69.08,93,1,0.0,mist
344,Aiken,US,2021-09-29 03:06:29,33.5835,-81.5998,72.1,90,1,0.0,clear sky
345,Port Lincoln,AU,2021-09-29 03:06:29,-34.7333,135.8667,61.84,70,55,4.52,broken clouds
346,Quebec,CA,2021-09-29 03:03:38,46.8123,-71.2145,50.02,81,60,1.99,broken clouds
347,Bengkulu,ID,2021-09-29 03:06:30,-3.8004,102.2655,82.8,73,91,2.71,overcast clouds
348,Tulagi,SB,2021-09-29 03:06:30,-9.0996,160.1476,82.24,76,99,9.89,moderate rain
349,Te Anau,NZ,2021-09-29 03:04:43,-45.4167,167.7167,50.59,76,83,8.95,broken clouds
350,Edson,CA,2021-09-29 03:03:44,53.5835,-116.4356,45.73,54,41,4.29,scattered clouds
351,Shiyan,CN,2021-09-29 03:06:30,32.6475,110.7781,82.42,65,0,5.28,clear sky
352,Xinzhi,CN,2021-09-29 03:06:31,36.4989,111.7047,73.29,66,6,5.12,clear sky
353,Ambilobe,MG,2021-09-29 02:57:18,-13.2,49.05,70.43,72,11,4.92,few clouds
354,Banyo,CM,2021-09-29 03:06:31,6.75,11.8167,64.62,98,100,1.7,light rain
355,Sola,VU,2021-09-29 03:06:32,-13.8833,167.55,79.39,79,99,12.33,light rain
356,Labytnangi,RU,2021-09-29 03:06:32,66.6572,66.4183,34.23,87,85,3.94,overcast clouds
357,Arbuzynka,UA,2021-09-29 03:06:32,47.9097,31.3196,49.23,74,92,9.84,overcast clouds
358,Jutiquile,HN,2021-09-29 03:06:33,14.7167,-86.0833,80.89,92,78,3.02,broken clouds
359,Rodrigues Alves,BR,2021-09-29 03:06:33,-7.738,-72.6509,74.1,82,38,0.76,scattered clouds
360,Mugla,TR,2021-09-29 03:06:33,37.2303,28.3557,57.87,49,30,5.03,scattered clouds
361,Qasigiannguit,GL,2021-09-29 03:06:34,68.8193,-51.1922,26.85,75,71,4.85,broken clouds
362,Melykut,HU,2021-09-29 03:06:34,46.2151,19.381,59.58,88,62,5.44,broken clouds
363,Nouadhibou,MR,2021-09-29 02:57:36,20.931,-17.0347,80.58,61,35,23.02,scattered clouds
364,Salvatierra,MX,2021-09-29 03:06:35,20.2167,-100.8833,61.59,93,100,3.15,overcast clouds
365,Mount Isa,AU,2021-09-29 03:06:35,-20.7333,139.5,91.17,31,89,23.02,overcast clouds
366,Pangody,RU,2021-09-29 03:06:35,65.85,74.4859,32.97,78,5,4.59,clear sky
367,Coquimbo,CL,2021-09-29 03:06:36,-29.9533,-71.3436,53.33,93,100,3.44,overcast clouds
368,Maltahohe,NA,2021-09-29 03:06:36,-24.8333,16.9833,58.08,35,100,1.59,overcast clouds
369,Hualmay,PE,2021-09-29 02:56:58,-11.0964,-77.6139,62.22,84,28,7.78,scattered clouds
370,Kyzyl-Suu,KG,2021-09-29 03:06:36,42.3414,78.0056,59.47,32,99,3.6,overcast clouds
371,Vila Velha,BR,2021-09-29 03:04:13,-20.3297,-40.2925,73.35,83,40,8.05,scattered clouds
372,Bonavista,CA,2021-09-29 02:57:22,48.6499,-53.1147,64.11,95,97,12.41,light rain
373,Luwuk,ID,2021-09-29 03:06:37,-0.9516,122.7875,86.43,68,47,5.88,scattered clouds
374,Vikhorevka,RU,2021-09-29 03:06:37,56.1201,101.1636,35.19,85,100,4.23,overcast clouds
375,Khandyga,RU,2021-09-29 03:06:38,62.6667,135.6,45.5,37,2,7.0,clear sky
376,Sao Felix Do Xingu,BR,2021-09-29 03:06:38,-6.6447,-51.995,71.69,98,99,2.62,overcast clouds
377,Tabligbo,TG,2021-09-29 03:06:38,6.5833,1.5,74.19,96,75,3.85,broken clouds
378,Matara,LK,2021-09-29 03:06:39,5.9485,80.5353,81.95,76,100,13.04,overcast clouds
379,Tomatlan,MX,2021-09-29 03:06:39,19.9333,-105.25,75.51,91,91,2.13,overcast clouds
380,Kango,GA,2021-09-29 03:06:39,0.1943,10.0951,73.24,98,100,1.88,light rain
381,Hay River,CA,2021-09-29 03:06:40,60.8156,-115.7999,49.32,85,0,5.55,clear sky
382,Chandbali,IN,2021-09-29 03:06:40,20.7833,86.7667,81.61,83,100,9.69,overcast clouds
383,Tura,IN,2021-09-29 02:56:46,25.5198,90.2201,77.38,83,100,3.38,overcast clouds
384,Flin Flon,CA,2021-09-29 02:57:46,54.7682,-101.865,62.92,56,67,13.0,broken clouds
385,Timmins,CA,2021-09-29 03:06:02,48.4669,-81.3331,42.87,96,19,4.72,light rain
386,Franklin,US,2021-09-29 03:06:41,39.9667,-83.0166,63.55,79,1,1.01,clear sky
387,De Aar,ZA,2021-09-29 03:06:41,-30.6497,24.0123,59.09,44,100,10.04,overcast clouds
388,Limbang,MY,2021-09-29 03:06:41,4.75,115.0,87.91,55,94,0.69,overcast clouds
389,Neverkino,RU,2021-09-29 03:06:42,52.7854,46.7417,34.57,84,89,7.05,overcast clouds
390,Sisimiut,GL,2021-09-29 03:06:42,66.9395,-53.6735,29.41,46,1,7.4,clear sky
391,Kruisfontein,ZA,2021-09-29 03:05:36,-34.0033,24.7314,47.88,81,100,5.5,overcast clouds
392,San Patricio,US,2021-09-29 03:06:42,28.017,-97.5169,84.29,76,10,18.05,clear sky
393,Vestmanna,FO,2021-09-29 03:06:43,62.1564,-7.1664,43.72,100,75,5.75,broken clouds
394,Ouesso,CG,2021-09-29 03:06:43,1.6136,16.0517,69.12,99,100,0.78,light rain
395,Mayumba,GA,2021-09-29 03:06:43,-3.432,10.6554,75.07,88,100,8.39,overcast clouds
396,Kaseda,JP,2021-09-29 03:06:44,31.4167,130.3167,82.9,62,0,14.41,clear sky
397,Mitsamiouli,KM,2021-09-29 03:06:44,-11.3847,43.2844,77.74,80,56,10.65,broken clouds
398,Mecca,SA,2021-09-29 03:06:44,21.4267,39.8261,80.67,54,63,7.14,broken clouds
399,Benguela,AO,2021-09-29 02:57:13,-12.5763,13.4055,69.44,84,31,4.47,scattered clouds
400,Mehamn,NO,2021-09-29 03:05:36,71.0357,27.8492,51.75,66,0,5.75,clear sky
401,Port Blair,IN,2021-09-29 03:05:44,11.6667,92.75,83.19,73,94,1.43,overcast clouds
402,Shingu,JP,2021-09-29 03:06:45,33.7333,135.9833,76.73,78,49,10.85,scattered clouds
403,Phalaborwa,ZA,2021-09-29 03:06:45,-23.943,31.1411,65.91,79,5,9.78,clear sky
404,Lorengau,PG,2021-09-29 03:06:46,-2.0226,147.2712,85.08,72,48,9.51,scattered clouds
405,Los Llanos De Aridane,ES,2021-09-29 03:06:08,28.6585,-17.9182,69.55,77,75,16.11,broken clouds
406,Lakes Entrance,AU,2021-09-29 03:06:46,-37.8811,147.981,60.57,93,100,2.55,light rain
407,Mantua,IT,2021-09-29 03:06:46,45.1667,10.7833,69.04,85,100,3.0,overcast clouds
408,Gimli,CA,2021-09-29 03:06:47,50.6336,-96.9907,70.43,63,6,15.03,clear sky
409,Kodinsk,RU,2021-09-29 03:06:47,58.6881,99.1844,38.64,80,100,2.57,overcast clouds
410,Rockhampton,AU,2021-09-29 03:06:48,-23.3833,150.5,76.89,50,90,10.36,overcast clouds
411,Jinsha,CN,2021-09-29 03:06:48,32.0898,121.0735,83.98,76,96,9.22,overcast clouds
412,Mananjary,MG,2021-09-29 03:06:48,-21.2167,48.3333,67.8,88,39,7.47,scattered clouds
413,Sungurlu,TR,2021-09-29 03:06:49,40.1675,34.3739,51.06,88,10,4.65,clear sky
414,Flinders,AU,2021-09-29 03:05:00,-34.5833,150.8552,68.2,81,100,1.01,moderate rain
415,Agadez,NE,2021-09-29 02:57:46,19.75,10.25,83.62,16,100,9.84,overcast clouds
416,Chapleau,CA,2021-09-29 03:06:49,47.8405,-83.4034,44.78,94,31,3.78,scattered clouds
417,Opuwo,NA,2021-09-29 03:06:50,-18.0607,13.84,61.54,36,6,4.18,clear sky
418,Tautira,PF,2021-09-29 03:06:50,-17.7333,-149.15,82.0,81,81,14.83,light rain
419,Awbari,LY,2021-09-29 03:06:50,26.5921,12.7805,73.09,21,0,3.89,clear sky
420,Bemidji,US,2021-09-29 03:03:55,47.4736,-94.8803,70.56,74,1,8.05,clear sky
421,Goderich,CA,2021-09-29 03:03:44,43.7501,-81.7165,54.91,68,69,5.5,broken clouds
422,Usoke,TZ,2021-09-29 03:06:51,-5.1667,32.35,75.81,37,100,7.61,overcast clouds
423,Hisai,JP,2021-09-29 03:06:51,34.6667,136.4667,81.79,75,64,10.2,broken clouds
424,Fairbanks,US,2021-09-29 03:06:52,64.8378,-147.7164,33.8,66,1,0.0,clear sky
425,Namibe,AO,2021-09-29 03:06:52,-15.1961,12.1522,62.67,87,43,2.59,scattered clouds
426,Ancud,CL,2021-09-29 03:04:55,-41.8697,-73.8203,42.33,80,100,3.04,overcast clouds
427,Umm Kaddadah,SD,2021-09-29 03:06:52,13.6017,26.6876,84.18,22,76,16.89,broken clouds
428,Rock Sound,BS,2021-09-29 03:06:53,24.9,-76.2,81.72,69,15,12.62,few clouds
429,Tupik,RU,2021-09-29 03:06:53,54.4253,119.9327,40.44,65,100,9.24,overcast clouds
430,Katsuyama,JP,2021-09-29 03:06:54,36.0617,136.501,81.3,48,21,5.14,few clouds
431,Deputatskiy,RU,2021-09-29 03:05:48,69.3,139.9,23.23,66,54,0.22,broken clouds
432,Baturaja,ID,2021-09-29 03:06:54,-4.1333,104.1667,85.78,70,67,2.75,broken clouds
433,Pangnirtung,CA,2021-09-29 03:06:54,66.1451,-65.7125,35.04,53,100,2.53,overcast clouds
434,Strezhevoy,RU,2021-09-29 02:57:52,60.7333,77.5889,37.38,73,100,7.05,overcast clouds
435,Namatanai,PG,2021-09-29 03:06:06,-3.6667,152.4333,84.4,74,46,8.32,light rain
436,Sultanpur,IN,2021-09-29 03:06:55,26.2667,82.0667,82.94,77,48,8.84,scattered clouds
437,Pekan,MY,2021-09-29 03:06:55,3.4836,103.3996,86.04,67,92,2.33,overcast clouds
438,Khrebtovaya,RU,2021-09-29 03:06:56,56.7032,104.2494,32.79,85,96,4.94,overcast clouds
439,Tobermory,CA,2021-09-29 03:06:56,45.2501,-81.6665,58.33,72,40,14.14,scattered clouds
440,West Wendover,US,2021-09-29 03:06:56,40.7391,-114.0733,52.81,28,1,23.02,clear sky
441,Destin,US,2021-09-29 03:02:53,30.3935,-86.4958,78.96,87,1,1.99,clear sky
442,San Cristobal,VE,2021-09-29 03:06:57,7.7669,-72.225,65.44,96,91,1.92,overcast clouds
443,Berlevag,NO,2021-09-29 03:06:57,70.8578,29.0864,51.8,70,93,12.44,overcast clouds
444,Paamiut,GL,2021-09-29 02:57:03,61.994,-49.6678,31.55,44,31,9.28,scattered clouds
445,San Juan,AR,2021-09-29 03:06:58,-31.5375,-68.5364,70.74,29,0,4.5,clear sky
446,Vera Cruz,BR,2021-09-29 03:06:58,-12.6333,-41.0333,66.09,79,4,3.22,clear sky
447,Along,IN,2021-09-29 03:04:03,28.1667,94.7667,83.68,66,13,0.96,few clouds
448,Choya,RU,2021-09-29 03:06:58,52.0108,86.5467,45.37,82,100,5.1,overcast clouds
449,Plettenberg Bay,ZA,2021-09-29 03:06:59,-34.0527,23.3716,55.54,69,100,6.13,overcast clouds
450,Hlobyne,UA,2021-09-29 03:06:59,49.3878,33.2596,42.4,94,17,8.84,few clouds
451,Adre,TD,2021-09-29 02:57:52,13.4667,22.2,75.29,40,81,6.42,broken clouds
452,Isangel,VU,2021-09-29 03:06:59,-19.55,169.2667,76.77,68,87,14.54,overcast clouds
453,Jatibonico,CU,2021-09-29 03:07:00,21.9419,-79.17,73.44,93,5,6.06,clear sky
454,Dhidhdhoo,MV,2021-09-29 03:06:40,6.8833,73.1,82.4,76,23,12.66,few clouds
455,Karratha,AU,2021-09-29 03:04:16,-20.7377,116.8463,87.24,16,1,5.14,clear sky
456,Manali,IN,2021-09-29 03:07:00,13.1667,80.2667,84.29,59,100,7.67,overcast clouds
457,Geraldton,AU,2021-09-29 03:07:01,-28.7667,114.6,75.61,53,40,18.41,scattered clouds
458,Virden,US,2021-09-29 03:07:01,39.5009,-89.7679,71.71,77,0,6.58,clear sky
459,Keningau,MY,2021-09-29 03:07:02,5.3378,116.1602,84.65,68,97,0.96,overcast clouds
460,Trelew,AR,2021-09-29 03:04:33,-43.249,-65.3051,53.83,41,20,0.72,few clouds
461,Malanville,BJ,2021-09-29 03:07:03,11.8685,3.3899,77.67,74,94,5.82,overcast clouds
462,Toba,JP,2021-09-29 03:07:04,34.4833,136.85,80.6,73,39,15.57,scattered clouds
463,Taozhuang,CN,2021-09-29 03:07:04,34.85,117.3333,76.05,65,0,0.69,clear sky
464,Nacogdoches,US,2021-09-29 03:07:04,31.6002,-94.6335,75.06,86,90,6.91,overcast clouds
465,Kirkland Lake,CA,2021-09-29 03:07:05,48.1446,-80.0377,41.92,87,3,5.03,clear sky
466,Tahta,EG,2021-09-29 03:07:05,26.7693,31.5021,72.45,42,0,7.83,clear sky
467,Fort Madison,US,2021-09-29 03:07:05,40.6298,-91.3151,74.01,73,2,0.0,clear sky
468,Visnes,NO,2021-09-29 03:07:06,59.3556,5.2242,59.22,72,75,14.97,broken clouds
469,Tucuman,AR,2021-09-29 03:07:06,-26.8241,-65.2226,62.6,82,13,4.61,few clouds
470,Three Hills,CA,2021-09-29 03:07:07,51.7001,-113.2686,49.62,46,100,3.42,overcast clouds
471,Seymchan,RU,2021-09-29 03:07:07,62.8833,152.4333,31.96,39,100,10.89,overcast clouds
472,Encruzilhada Do Sul,BR,2021-09-29 03:07:08,-30.5439,-52.5219,58.12,99,100,3.15,overcast clouds
